Order ID,Customer Name,Product Name,Discount,Actual Discount,Sales,Profit,Quantity,Category,Sub-Category,Order Date,City,Country,Region,Segment,Ship Date,Days to Ship,Ship Mode,State
AZ-2014-186904,Angus De Groot,"Kleencut Letter Opener, High Speed",0,0,53,18,2,Office Supplies,Supplies,09-04-2016,Detmold,Germany,Central,Corporate,14-04-2016,5,Economy,North Rhine-Westphalia
AZ-2014-1320048,Ava Corbin,"Binney & Smith Markers, Blue",0.1,6.5,65,6,3,Office Supplies,Art,10-04-2016,London,United Kingdom,North,Home Office,11-04-2016,1,Priority,England
AZ-2014-1320048,Ava Corbin,"Ames Business Envelopes, Recycled",0.1,1.5,15,3,1,Office Supplies,Envelopes,10-04-2016,London,United Kingdom,North,Home Office,11-04-2016,1,Priority,England
AZ-2014-6975089,Isabelle Torpy,"Acme Letter Opener, Steel",0,0,89,36,3,Office Supplies,Supplies,10-04-2016,Lyon,France,Central,Consumer,14-04-2016,4,Economy Plus,Auvergne-Rh么ne-Alpes
AZ-2014-532333,Gary Crume,"Hewlett Fax and Copier, Digital",0,0,578,191,3,Technology,Copiers,10-04-2016,Exeter,United Kingdom,North,Consumer,14-04-2016,4,Economy,England
AZ-2014-8184590,Mike Langer,"Sanford Pencil Sharpener, Easy-Erase",0,0,54,27,2,Office Supplies,Art,10-04-2016,Nantes,France,Central,Corporate,16-04-2016,6,Economy,Pays de la Loire
AZ-2014-8184590,Mike Langer,"Brother Wireless Fax, Laser",0.15,96.6,644,167,2,Technology,Copiers,10-04-2016,Nantes,France,Central,Corporate,16-04-2016,6,Economy,Pays de la Loire
AZ-2014-2492440,Alexis Code,"Ibico Binder Covers, Clear",0,0,39,3,3,Office Supplies,Binders,11-04-2016,Zwickau,Germany,Central,Corporate,16-04-2016,5,Economy,Saxony
BN-2014-277851,Henry Chandler,"GlobeWeis Manila Envelope, Recycled",0.5,13,26,0,2,Office Supplies,Envelopes,12-04-2016,Alphen aan den Rijn,Netherlands,Central,Home Office,17-04-2016,5,Economy,South Holland
BN-2014-277851,Henry Chandler,"Rogers Box, Industrial",0.5,12,24,-24,2,Office Supplies,Storage,12-04-2016,Alphen aan den Rijn,Netherlands,Central,Home Office,17-04-2016,5,Economy,South Holland
BN-2014-9322996,Louis Dominguez,"Eldon Lockers, Blue",0.1,160.3,1603,0,9,Office Supplies,Storage,12-04-2016,Pamiers,France,Central,Corporate,18-04-2016,6,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
AZ-2014-9749362,Harriet Chadwick,"Hon Chairmat, Set of Two",0.1,15.6,156,21,3,Furniture,Chairs,13-04-2016,Nantes,France,Central,Corporate,14-04-2016,1,Priority,Pays de la Loire
AZ-2014-9749362,Harriet Chadwick,"Smead Lockers, Industrial",0.1,53.7,537,107,3,Office Supplies,Storage,13-04-2016,Nantes,France,Central,Corporate,14-04-2016,1,Priority,Pays de la Loire
AZ-2014-7035422,John Baca,"Green Bar Memo Slips, 8.5 x 11",0,0,21,10,1,Office Supplies,Paper,13-04-2016,Haguenau,France,Central,Consumer,16-04-2016,3,Economy Plus,Alsace-Champagne-Ardenne-Lorraine
BN-2014-9635866,Mark Washington,"Canon Fax Machine, High-Speed",0.15,161.4,1076,-38,4,Technology,Copiers,13-04-2016,Saint-Chamond,France,Central,Home Office,17-04-2016,4,Economy,Auvergne-Rh么ne-Alpes
AZ-2014-5593703,Jason Roger,"Sauder Classic Bookcase, Mobile",0.1,157.9,1579,614,4,Furniture,Bookcases,14-04-2016,Hamburg,Germany,Central,Corporate,16-04-2016,2,Economy Plus,Hamburg
BN-2014-9478365,Katie Evenden,"Tenex File Cart, Blue",0.4,64,160,-59,2,Office Supplies,Storage,14-04-2016,Florence,Italy,South,Corporate,16-04-2016,2,Economy Plus,Tuscany
AZ-2014-9774095,Maya O'Sullivan,"Enermax Numeric Keypad, Erganomic",0,0,59,6,1,Technology,Accessories,14-04-2016,Grosseto,Italy,South,Corporate,16-04-2016,2,Priority,Tuscany
AZ-2014-8532434,Chelsea Bannister,"SanDisk Computer Printout Paper, 8.5 x 11",0,0,170,19,5,Office Supplies,Paper,14-04-2016,Castelnau-le-Lez,France,Central,Consumer,17-04-2016,3,Economy Plus,Languedoc-Roussillon-Midi-Pyr閚閑s
AZ-2014-8812108,Christopher Goold,"Cameo Business Envelopes, Security-Tint",0,0,119,43,7,Office Supplies,Envelopes,14-04-2016,Las Rozas de Madrid,Spain,South,Corporate,20-04-2016,6,Economy,Madrid
AZ-2014-8812108,Christopher Goold,"Enermax Note Cards, Premium",0,0,114,11,4,Office Supplies,Paper,14-04-2016,Las Rozas de Madrid,Spain,South,Corporate,20-04-2016,6,Economy,Madrid
AZ-2014-8812108,Christopher Goold,"Fellowes Trays, Single Width",0.1,46.5,465,207,9,Office Supplies,Storage,14-04-2016,Las Rozas de Madrid,Spain,South,Corporate,20-04-2016,6,Economy,Madrid
BN-2014-8046775,Louis Dominguez,"Ikea Stackable Bookrack, Mobile",0.6,120,200,-60,4,Furniture,Bookcases,15-04-2016,Toulouse,France,Central,Corporate,21-04-2016,6,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
BN-2014-8046775,Louis Dominguez,"BIC Pencil Sharpener, Blue",0.5,22,44,-8,3,Office Supplies,Art,15-04-2016,Toulouse,France,Central,Corporate,21-04-2016,6,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
BN-2014-8046775,Louis Dominguez,"OIC Paper Clips, Bulk Pack",0.5,3.5,7,0,1,Office Supplies,Fasteners,15-04-2016,Toulouse,France,Central,Corporate,21-04-2016,6,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
BN-2014-8046775,Louis Dominguez,"Smead Removable Labels, 5000 Label Set",0.5,5.5,11,-4,2,Office Supplies,Labels,15-04-2016,Toulouse,France,Central,Corporate,21-04-2016,6,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
BN-2014-8046775,Louis Dominguez,"Enermax Memo Slips, Recycled",0.5,8,16,-10,2,Office Supplies,Paper,15-04-2016,Toulouse,France,Central,Corporate,21-04-2016,6,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
AZ-2014-7242450,Imogen Steele,"Deflect-O Frame, Erganomic",0,0,652,13,6,Furniture,Furnishings,15-04-2016,Naples,Italy,South,Corporate,21-04-2016,6,Economy,Campania
AZ-2014-7242450,Imogen Steele,"Deflect-O Light Bulb, Black",0,0,114,41,6,Furniture,Furnishings,15-04-2016,Naples,Italy,South,Corporate,21-04-2016,6,Economy,Campania
AZ-2014-7242450,Imogen Steele,"Xerox Note Cards, Premium",0,0,79,16,3,Office Supplies,Paper,15-04-2016,Naples,Italy,South,Corporate,21-04-2016,6,Economy,Campania
AZ-2014-7242450,Imogen Steele,"Fellowes Lockers, Blue",0.4,199.2,498,-116,4,Office Supplies,Storage,15-04-2016,Naples,Italy,South,Corporate,21-04-2016,6,Economy,Campania
AZ-2014-5519564,Paige Hopley,"Tenex Shelving, Wire Frame",0,0,484,58,9,Office Supplies,Storage,15-04-2016,Kilwinning,United Kingdom,North,Consumer,22-04-2016,7,Economy,Scotland
AZ-2014-5519564,Paige Hopley,"Belkin Keyboard, Programmable",0,0,598,101,7,Technology,Accessories,15-04-2016,Kilwinning,United Kingdom,North,Consumer,22-04-2016,7,Economy,Scotland
AZ-2014-3020492,Freya Briggs,"Safco Floating Shelf Set, Mobile",0,0,996,120,5,Furniture,Bookcases,16-04-2016,Dudley,United Kingdom,North,Corporate,16-04-2016,0,Immediate,England
AZ-2014-3020492,Freya Briggs,"Hewlett Fax and Copier, Color",0,0,777,171,4,Technology,Copiers,16-04-2016,Dudley,United Kingdom,North,Corporate,16-04-2016,0,Immediate,England
AZ-2014-886827,Dylan Dry,"Fiskars Box Cutter, High Speed",0,0,107,37,3,Office Supplies,Supplies,16-04-2016,Mainz,Germany,Central,Consumer,20-04-2016,4,Economy,Rhineland-Palatinate
AZ-2014-8902331,Jade Howe,"Stockwell Thumb Tacks, Bulk Pack",0,0,105,26,8,Office Supplies,Fasteners,16-04-2016,Bradford,United Kingdom,North,Corporate,21-04-2016,5,Economy Plus,England
AZ-2014-175651,Rory Jess,"StarTech Inkjet, Wireless",0,0,302,9,1,Technology,Machines,16-04-2016,Preston,United Kingdom,North,Home Office,21-04-2016,5,Economy,England
AZ-2014-1758207,Archie Springfield,"Logitech Keyboard, Erganomic",0,0,211,19,3,Technology,Accessories,17-04-2016,Fleury-les-Aubrais,France,Central,Home Office,20-04-2016,3,Economy Plus,Centre-Val de Loire
AZ-2014-8284131,Christopher Goold,"Ikea Corner Shelving, Metal",0,0,245,10,2,Furniture,Bookcases,17-04-2016,Antwerp,Belgium,Central,Corporate,21-04-2016,4,Economy,Antwerp
AZ-2014-8284131,Christopher Goold,"Fellowes Box, Industrial",0,0,60,3,3,Office Supplies,Storage,17-04-2016,Antwerp,Belgium,Central,Corporate,21-04-2016,4,Economy,Antwerp
BN-2014-9271210,Molly Crawford,"Dania Library with Doors, Metal",0,0,362,127,1,Furniture,Bookcases,17-04-2016,Barcelona,Spain,South,Corporate,21-04-2016,4,Economy,Catalonia
BN-2014-9271210,Molly Crawford,"Acco Hole Reinforcements, Clear",0,0,12,0,2,Office Supplies,Binders,17-04-2016,Barcelona,Spain,South,Corporate,21-04-2016,4,Economy,Catalonia
BN-2014-9271210,Molly Crawford,"Smead Trays, Industrial",0.1,35.3,353,90,8,Office Supplies,Storage,17-04-2016,Barcelona,Spain,South,Corporate,21-04-2016,4,Economy,Catalonia
BN-2014-9271210,Molly Crawford,"Canon Fax and Copier, Color",0,0,193,46,1,Technology,Copiers,17-04-2016,Barcelona,Spain,South,Corporate,21-04-2016,4,Economy,Catalonia
BN-2014-9271210,Molly Crawford,"Konica Calculator, Durable",0.1,23.3,233,-10,5,Technology,Machines,17-04-2016,Barcelona,Spain,South,Corporate,21-04-2016,4,Economy,Catalonia
BN-2014-9271210,Molly Crawford,"Konica Phone, White",0.1,22.8,228,63,3,Technology,Machines,17-04-2016,Barcelona,Spain,South,Corporate,21-04-2016,4,Economy,Catalonia
BN-2014-9271210,Molly Crawford,"Samsung Speaker Phone, with Caller ID",0.1,33.3,333,-15,3,Technology,Phones,17-04-2016,Barcelona,Spain,South,Corporate,21-04-2016,4,Economy,Catalonia
BN-2014-4759297,Evie Rees,"Hon Steel Folding Chair, Black",0.5,79,158,-63,4,Furniture,Chairs,17-04-2016,Amsterdam,Netherlands,Central,Consumer,23-04-2016,6,Economy,North Holland
BN-2014-4759297,Evie Rees,"Wilson Jones Binder Covers, Economy",0.5,5.5,11,-5,2,Office Supplies,Binders,17-04-2016,Amsterdam,Netherlands,Central,Consumer,23-04-2016,6,Economy,North Holland
BN-2014-8493925,Ava Giles,"Eldon Light Bulb, Erganomic",0.6,45.6,76,-92,8,Furniture,Furnishings,17-04-2016,Stockholm,Sweden,North,Corporate,23-04-2016,6,Economy,Stockholm
BN-2014-8493925,Ava Giles,"Samsung Signal Booster, VoIP",0.5,136.5,273,-87,4,Technology,Phones,17-04-2016,Stockholm,Sweden,North,Corporate,23-04-2016,6,Economy,Stockholm
AZ-2014-9397794,Liam Newton,"Eldon Light Bulb, Erganomic",0,0,95,11,4,Furniture,Furnishings,18-04-2016,Ermont,France,Central,Corporate,20-04-2016,2,Priority,Ile-de-France
AZ-2014-9397794,Liam Newton,"Smead Trays, Wire Frame",0.1,12.8,128,4,3,Office Supplies,Storage,18-04-2016,Ermont,France,Central,Corporate,20-04-2016,2,Priority,Ile-de-France
AZ-2014-1833043,Ryan Ackland,"Accos Rubber Bands, Bulk Pack",0,0,117,57,7,Office Supplies,Fasteners,19-04-2016,Carquefou,France,Central,Consumer,19-04-2016,0,Immediate,Pays de la Loire
AZ-2014-1592554,Anna Macdonald,"Hon Bag Chairs, Red",0,0,316,104,7,Furniture,Chairs,19-04-2016,Vienna,Austria,Central,Consumer,22-04-2016,3,Priority,Vienna
AZ-2014-1592554,Anna Macdonald,"Acme Box Cutter, High Speed",0,0,113,54,3,Office Supplies,Supplies,19-04-2016,Vienna,Austria,Central,Consumer,22-04-2016,3,Priority,Vienna
AZ-2014-1592554,Anna Macdonald,"SanDisk Keyboard, USB",0,0,82,7,1,Technology,Accessories,19-04-2016,Vienna,Austria,Central,Consumer,22-04-2016,3,Priority,Vienna
AZ-2014-791703,Nathan Noble,"Bush Floating Shelf Set, Metal",0.5,85.5,171,-140,2,Furniture,Bookcases,19-04-2016,Lund,Sweden,North,Corporate,22-04-2016,3,Priority,Sk氓ne
AZ-2014-791703,Nathan Noble,"Stockwell Thumb Tacks, Metal",0.5,17,34,-12,5,Office Supplies,Fasteners,19-04-2016,Lund,Sweden,North,Corporate,22-04-2016,3,Priority,Sk氓ne
AZ-2014-8986990,Ella Knopwood,"SAFCO Chairmat, Red",0.1,26.9,269,33,5,Furniture,Chairs,19-04-2016,Hamburg,Germany,Central,Consumer,23-04-2016,4,Economy,Hamburg
AZ-2014-8986990,Ella Knopwood,"Novimex Color Coded Labels, Alphabetical",0,0,24,8,2,Office Supplies,Labels,19-04-2016,Hamburg,Germany,Central,Consumer,23-04-2016,4,Economy,Hamburg
AZ-2014-5973940,Jake Barry,"Acco Binder, Economy",0,0,30,4,2,Office Supplies,Binders,19-04-2016,Narbonne,France,Central,Home Office,23-04-2016,4,Economy,Languedoc-Roussillon-Midi-Pyr閚閑s
BN-2014-7358344,Molly Palmer,"Belkin Memory Card, Bluetooth",0,0,115,25,1,Technology,Accessories,20-04-2016,Talence,France,Central,Corporate,24-04-2016,4,Economy,Aquitaine-Limousin-Poitou-Charentes
BN-2014-7358344,Molly Palmer,"Canon Copy Machine, Digital",0.15,100.2,668,-31,3,Technology,Copiers,20-04-2016,Talence,France,Central,Corporate,24-04-2016,4,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2014-7046345,Millie Arnold,"Dania Stackable Bookrack, Pine",0.1,111.7,1117,447,10,Furniture,Bookcases,21-04-2016,London,United Kingdom,North,Consumer,23-04-2016,2,Economy Plus,England
AZ-2014-7046345,Millie Arnold,"Rubbermaid Light Bulb, Durable",0.4,11.6,29,0,3,Furniture,Furnishings,21-04-2016,London,United Kingdom,North,Consumer,23-04-2016,2,Economy Plus,England
AZ-2014-7046345,Millie Arnold,"Sanford Markers, Fluorescent",0.1,6.6,66,22,3,Office Supplies,Art,21-04-2016,London,United Kingdom,North,Consumer,23-04-2016,2,Economy Plus,England
AZ-2014-5845365,Shelby Dunston,"Stanley Markers, Water Color",0,0,127,42,5,Office Supplies,Art,21-04-2016,Lippstadt,Germany,Central,Consumer,24-04-2016,3,Priority,North Rhine-Westphalia
AZ-2014-778430,Freddie Kaur,"Sharp Personal Copier, Digital",0.15,30.45,203,84,2,Technology,Copiers,21-04-2016,Issy-les-Moulineaux,France,Central,Consumer,24-04-2016,3,Priority,Ile-de-France
BN-2014-1468237,Angus Ibsch,"KitchenAid Microwave, Red",0.1,55.9,559,-19,2,Office Supplies,Appliances,21-04-2016,Ludwigsburg,Germany,Central,Consumer,25-04-2016,4,Economy,Baden-W眉rttemberg
BN-2014-1468237,Angus Ibsch,"Tenex Trays, Industrial",0.1,14.8,148,0,3,Office Supplies,Storage,21-04-2016,Ludwigsburg,Germany,Central,Consumer,25-04-2016,4,Economy,Baden-W眉rttemberg
BN-2014-1468237,Angus Ibsch,"Memorex Router, Erganomic",0,0,976,293,4,Technology,Accessories,21-04-2016,Ludwigsburg,Germany,Central,Consumer,25-04-2016,4,Economy,Baden-W眉rttemberg
BN-2014-45288,Gracie Hicks,"StarTech Calculator, Wireless",0.1,14.4,144,-7,4,Technology,Machines,21-04-2016,Palma de Mallorca,Spain,South,Consumer,26-04-2016,5,Economy,Balearic Islands
AZ-2014-9634517,Aaron Bootman,"Novimex Shipping Labels, Alphabetical",0,0,22,11,2,Office Supplies,Labels,23-04-2016,Casoria,Italy,South,Consumer,28-04-2016,5,Economy,Campania
AZ-2014-9634517,Aaron Bootman,"Brother Fax and Copier, Color",0,0,1543,370,8,Technology,Copiers,23-04-2016,Casoria,Italy,South,Consumer,28-04-2016,5,Economy,Campania
AZ-2014-5960256,Michael Kim,"Fellowes Lockers, Industrial",0.1,37.4,374,141,2,Office Supplies,Storage,24-04-2016,Regensburg,Germany,Central,Consumer,27-04-2016,3,Economy Plus,Bavaria
AZ-2014-5960256,Michael Kim,"Enermax Router, Erganomic",0,0,2305,922,9,Technology,Accessories,24-04-2016,Regensburg,Germany,Central,Consumer,27-04-2016,3,Economy Plus,Bavaria
AZ-2014-1627961,Geraldine Mizelle,"Avery File Folder Labels, 5000 Label Set",0,0,29,1,3,Office Supplies,Labels,24-04-2016,Mannheim,Germany,Central,Corporate,28-04-2016,4,Economy,Baden-W眉rttemberg
AZ-2014-1627961,Geraldine Mizelle,"Eldon File Cart, Single Width",0.1,23,230,20,2,Office Supplies,Storage,24-04-2016,Mannheim,Germany,Central,Corporate,28-04-2016,4,Economy,Baden-W眉rttemberg
AZ-2014-1803267,Lisa Watkins,"BIC Markers, Easy-Erase",0,0,53,15,2,Office Supplies,Art,24-04-2016,Rome,Italy,South,Consumer,29-04-2016,5,Economy,Lazio
BN-2014-3140940,Matilda Jackson,"Rogers Folders, Blue",0.6,22.2,37,-53,3,Office Supplies,Storage,25-04-2016,Toulouse,France,Central,Corporate,27-04-2016,2,Priority,Languedoc-Roussillon-Midi-Pyr閚閑s
AZ-2014-8880439,Gail Thompson,"Enermax Memo Slips, Premium",0,0,63,1,4,Office Supplies,Paper,25-04-2016,Trappes,France,Central,Consumer,28-04-2016,3,Economy Plus,Ile-de-France
AZ-2014-6878748,Mark Briggs,"Elite Trimmer, Easy Grip",0,0,130,61,3,Office Supplies,Supplies,25-04-2016,Marbella,Spain,South,Consumer,28-04-2016,3,Priority,Andalus铆a
BN-2014-1489324,Larry Klaus,"Stanley Markers, Blue",0.5,39,78,-64,7,Office Supplies,Art,25-04-2016,Dublin,Ireland,North,Corporate,29-04-2016,4,Economy,Dublin
BN-2014-1489324,Larry Klaus,"Rogers Lockers, Wire Frame",0.5,316,632,-316,6,Office Supplies,Storage,25-04-2016,Dublin,Ireland,North,Corporate,29-04-2016,4,Economy,Dublin
AZ-2014-6301419,Jasmine Hanson,"Ikea Stackable Bookrack, Mobile",0.1,45,450,190,4,Furniture,Bookcases,26-04-2016,Marseille,France,Central,Consumer,30-04-2016,4,Economy,Provence-Alpes-C么te d'Azur
AZ-2014-6301419,Jasmine Hanson,"Ibico Index Tab, Clear",0,0,62,11,7,Office Supplies,Binders,26-04-2016,Marseille,France,Central,Consumer,30-04-2016,4,Economy,Provence-Alpes-C么te d'Azur
AZ-2014-6301419,Jasmine Hanson,"Avery Removable Labels, Adjustable",0,0,17,8,2,Office Supplies,Labels,26-04-2016,Marseille,France,Central,Consumer,30-04-2016,4,Economy,Provence-Alpes-C么te d'Azur
AZ-2014-8480616,Patricia Smith,"Eldon Light Bulb, Duo Pack",0,0,25,10,1,Furniture,Furnishings,26-04-2016,Antwerp,Belgium,Central,Corporate,01-05-2016,5,Economy,Antwerp
AZ-2014-8480616,Patricia Smith,"Enermax Mouse, USB",0,0,122,15,3,Technology,Accessories,26-04-2016,Antwerp,Belgium,Central,Corporate,01-05-2016,5,Economy,Antwerp
AZ-2014-2733980,Maya O'Sullivan,"Advantus Thumb Tacks, 12 Pack",0,0,78,3,6,Office Supplies,Fasteners,26-04-2016,Halifax,United Kingdom,North,Corporate,01-05-2016,5,Economy,England
AZ-2014-2733980,Maya O'Sullivan,"SanDisk Message Books, Recycled",0,0,47,21,2,Office Supplies,Paper,26-04-2016,Halifax,United Kingdom,North,Corporate,01-05-2016,5,Economy,England
AZ-2014-2733980,Maya O'Sullivan,"Sharp Personal Copier, High-Speed",0,0,473,194,4,Technology,Copiers,26-04-2016,Halifax,United Kingdom,North,Corporate,01-05-2016,5,Economy,England
BN-2014-9778057,Jay Johnson,"Office Star Swivel Stool, Adjustable",0.1,47.6,476,0,3,Furniture,Chairs,26-04-2016,Niort,France,Central,Consumer,02-05-2016,6,Economy,Aquitaine-Limousin-Poitou-Charentes
BN-2014-9778057,Jay Johnson,"Ibico Binding Machine, Economy",0,0,257,23,5,Office Supplies,Binders,26-04-2016,Niort,France,Central,Consumer,02-05-2016,6,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2014-7453944,David To,"BIC Highlighters, Water Color",0,0,44,8,2,Office Supplies,Art,26-04-2016,Vienna,Austria,Central,Home Office,02-05-2016,6,Economy,Vienna
AZ-2014-1007120,Robert Quick,"Dania Classic Bookcase, Traditional",0,0,1232,530,3,Furniture,Bookcases,28-04-2016,Sesto San Giovanni,Italy,South,Consumer,03-05-2016,5,Economy,Lombardy
AZ-2014-1007120,Robert Quick,"Deflect-O Frame, Black",0,0,990,436,9,Furniture,Furnishings,28-04-2016,Sesto San Giovanni,Italy,South,Consumer,03-05-2016,5,Economy,Lombardy
BN-2014-4920125,Angus Fryar,"Epson Calculator, Wireless",0.5,23,46,0,2,Technology,Machines,28-04-2016,Maastricht,Netherlands,Central,Consumer,03-05-2016,5,Economy,Limburg
AZ-2014-3159501,Jade Howe,"Rubbermaid Clock, Durable",0,0,94,34,2,Furniture,Furnishings,29-04-2016,Elx,Spain,South,Corporate,29-04-2016,0,Immediate,Valenciana
AZ-2014-5426715,Kelly Long,"Enermax Message Books, Multicolor",0,0,120,6,5,Office Supplies,Paper,30-04-2016,Barcelona,Spain,South,Corporate,02-05-2016,2,Economy Plus,Catalonia
BN-2014-1655185,Amber Adams,"Ibico Binder, Recycled",0.5,20,40,-33,5,Office Supplies,Binders,30-04-2016,Lisbon,Portugal,South,Corporate,04-05-2016,4,Economy,Lisboa
AZ-2014-8489186,Kerry Dorsey,"Novimex Steel Folding Chair, Red",0.1,14.8,148,54,2,Furniture,Chairs,30-04-2016,Bagnolet,France,Central,Consumer,05-05-2016,5,Economy,Ile-de-France
AZ-2014-7725232,Zona Meyer,"Stanley Sketch Pad, Water Color",0,0,571,108,12,Office Supplies,Art,30-04-2016,Nuremberg,Germany,Central,Corporate,05-05-2016,5,Economy,Bavaria
AZ-2014-7725232,Zona Meyer,"Cardinal Binding Machine, Economy",0,0,398,111,8,Office Supplies,Binders,30-04-2016,Nuremberg,Germany,Central,Corporate,05-05-2016,5,Economy,Bavaria
AZ-2014-7725232,Zona Meyer,"Acme Box Cutter, Easy Grip",0,0,79,39,2,Office Supplies,Supplies,30-04-2016,Nuremberg,Germany,Central,Corporate,05-05-2016,5,Economy,Bavaria
BN-2014-6460657,Lori Miller,"Boston Canvas, Easy-Erase",0.5,13.5,27,-15,1,Office Supplies,Art,30-04-2016,Stockholm,Sweden,North,Consumer,06-05-2016,6,Economy,Stockholm
BN-2014-6460657,Lori Miller,"Fellowes Trays, Blue",0.5,71.5,143,-124,5,Office Supplies,Storage,30-04-2016,Stockholm,Sweden,North,Consumer,06-05-2016,6,Economy,Stockholm
BN-2014-6460657,Lori Miller,"Smead Folders, Single Width",0.5,22,44,-17,5,Office Supplies,Storage,30-04-2016,Stockholm,Sweden,North,Consumer,06-05-2016,6,Economy,Stockholm
BN-2014-6460657,Lori Miller,"Elite Scissors, High Speed",0.5,22.5,45,-2,4,Office Supplies,Supplies,30-04-2016,Stockholm,Sweden,North,Consumer,06-05-2016,6,Economy,Stockholm
AZ-2014-3540181,Rory Jess,"Rubbermaid Stacking Tray, Erganomic",0,0,71,23,3,Furniture,Furnishings,01-05-2016,Les Lilas,France,Central,Home Office,03-05-2016,2,Economy Plus,Ile-de-France
AZ-2014-3540181,Rory Jess,"Wilson Jones Hole Reinforcements, Clear",0,0,16,2,4,Office Supplies,Binders,01-05-2016,Les Lilas,France,Central,Home Office,03-05-2016,2,Economy Plus,Ile-de-France
AZ-2014-1568727,Lauren Hobbs,"Smead Shelving, Industrial",0.1,8.9,89,14,2,Office Supplies,Storage,01-05-2016,Nice,France,Central,Consumer,03-05-2016,2,Priority,Provence-Alpes-C么te d'Azur
AZ-2014-4295830,Brandon Preston,"Office Star Rocking Chair, Black",0.1,37.4,374,42,3,Furniture,Chairs,01-05-2016,Langenhagen,Germany,Central,Consumer,04-05-2016,3,Priority,Lower Saxony
AZ-2014-6158544,Taj Knetes,"Boston Highlighters, Fluorescent",0,0,40,10,2,Office Supplies,Art,02-05-2016,Limay,France,Central,Consumer,03-05-2016,1,Priority,Ile-de-France
BN-2014-2570912,Sam French,"Smead Lockers, Wire Frame",0.1,35.5,355,-4,2,Office Supplies,Storage,02-05-2016,Libourne,France,Central,Consumer,03-05-2016,1,Priority,Aquitaine-Limousin-Poitou-Charentes
AZ-2014-2583309,Eden Kern,"Rogers Folders, Wire Frame",0.1,5.4,54,1,2,Office Supplies,Storage,02-05-2016,Wasquehal,France,Central,Consumer,05-05-2016,3,Economy Plus,Nord-Pas-de-Calais-Picardie
AZ-2014-9676120,Charli Rose,"Binney & Smith Canvas, Easy-Erase",0,0,155,26,3,Office Supplies,Art,02-05-2016,Manchester,United Kingdom,North,Consumer,05-05-2016,3,Priority,England
BN-2014-1507316,George Dawson,"Rogers Shelving, Wire Frame",0.4,14.8,37,-6,1,Office Supplies,Storage,02-05-2016,Milan,Italy,South,Home Office,05-05-2016,3,Economy Plus,Lombardy
BN-2014-1507316,George Dawson,"Memorex Mouse, Bluetooth",0,0,28,1,1,Technology,Accessories,02-05-2016,Milan,Italy,South,Home Office,05-05-2016,3,Economy Plus,Lombardy
BN-2014-5698928,Charlie Horrocks,"Enermax Computer Printout Paper, 8.5 x 11",0.5,41,82,-39,5,Office Supplies,Paper,02-05-2016,Tilburg,Netherlands,Central,Consumer,06-05-2016,4,Economy,North Brabant
BN-2014-5698928,Charlie Horrocks,"Motorola Signal Booster, Full Size",0.5,36,72,-49,1,Technology,Phones,02-05-2016,Tilburg,Netherlands,Central,Consumer,06-05-2016,4,Economy,North Brabant
AZ-2014-5299088,Dylan Disney,"Eaton Parchment Paper, 8.5 x 11",0,0,53,11,3,Office Supplies,Paper,02-05-2016,Agrigento,Italy,South,Home Office,06-05-2016,4,Economy Plus,Sicily
AZ-2014-5958487,Felicia Cooley,"BIC Markers, Blue",0,0,106,2,4,Office Supplies,Art,02-05-2016,Poole,United Kingdom,North,Consumer,08-05-2016,6,Economy,England
BN-2014-8459769,Kerry Dorsey,"Hewlett Copy Machine, Color",0.5,66.5,133,-42,1,Technology,Copiers,03-05-2016,Stockholm,Sweden,North,Consumer,03-05-2016,0,Immediate,Stockholm
AZ-2014-8562932,Abby Mei,"Stanley Highlighters, Blue",0,0,103,21,7,Office Supplies,Art,03-05-2016,Lucca,Italy,South,Corporate,05-05-2016,2,Economy Plus,Tuscany
AZ-2014-7679425,Francesca Bowen,"Sanford Sketch Pad, Water Color",0,0,341,160,7,Office Supplies,Art,03-05-2016,Amiens,France,Central,Consumer,08-05-2016,5,Economy,Nord-Pas-de-Calais-Picardie
AZ-2014-7679425,Francesca Bowen,"Fellowes Lockers, Single Width",0.1,56,560,44,3,Office Supplies,Storage,03-05-2016,Amiens,France,Central,Consumer,08-05-2016,5,Economy,Nord-Pas-de-Calais-Picardie
AZ-2014-7679425,Francesca Bowen,"Stiletto Letter Opener, Easy Grip",0,0,57,27,2,Office Supplies,Supplies,03-05-2016,Amiens,France,Central,Consumer,08-05-2016,5,Economy,Nord-Pas-de-Calais-Picardie
AZ-2014-4524252,Juanita Smalls,"Smead Lockers, Wire Frame",0,0,987,89,5,Office Supplies,Storage,03-05-2016,Nottingham,United Kingdom,North,Home Office,09-05-2016,6,Economy,England
AZ-2014-1769606,Gracie Powell,"Stanley Pencil Sharpener, Water Color",0,0,28,1,1,Office Supplies,Art,05-05-2016,Saint-Pol-sur-Mer,France,Central,Consumer,09-05-2016,4,Economy Plus,Nord-Pas-de-Calais-Picardie
